Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
20240430_072512
/home/paperspace/Desktop/Let-The-Quantum-Creep-In/scripts
Using device cuda
Training Config:
{'framework': 'torch', 'batch_size': 200, 'learning_rate': '5e-4', 'steps': 50, 'print_every_percent': 0.2, 'reps': 5}
____Training with replacement_lvl = 0____
====Training on MNIST====
----Training with rep = 0----
Number of train batches = 300, Number of test batches = 50
Print every train batch = 60, Print every test batch = 10
Training at step=0, batch=0, train loss = 2.2990, train acc = 0.1600, time = 0.2703 seconds
Training at step=0, batch=200, train loss = 1.8371, train acc = 0.3300, time = 0.0022 seconds
Testing at step=0, batch=0, test loss = 1.7354, test acc = 0.3600, time = 0.0013 seconds
Testing at step=0, batch=10, test loss = 1.7695, test acc = 0.4250, time = 0.0013 seconds
Testing at step=0, batch=20, test loss = 1.6290, test acc = 0.4200, time = 0.0013 seconds
Testing at step=0, batch=30, test loss = 1.6435, test acc = 0.4250, time = 0.0013 seconds
Testing at step=0, batch=40, test loss = 1.9370, test acc = 0.3300, time = 0.0013 seconds
Step 0 finished in 5.9473 seconds, Train loss = 1.7897, Test loss = 1.7382; Train Acc = 0.3819, Test Acc = 0.4027
Training at step=1, batch=0, train loss = 1.7374, train acc = 0.4050, time = 0.0025 seconds
Training at step=1, batch=50, train loss = 1.8157, train acc = 0.3700, time = 0.0023 seconds
Training at step=1, batch=100, train loss = 1.6774, train acc = 0.4250, time = 0.0024 seconds
Training at step=1, batch=150, train loss = 1.6737, train acc = 0.4200, time = 0.0023 seconds
Training at step=1, batch=200, train loss = 1.6703, train acc = 0.4450, time = 0.0023 seconds
Testing at step=1, batch=0, test loss = 1.6714, test acc = 0.3850, time = 0.0013 seconds
Testing at step=1, batch=10, test loss = 1.6383, test acc = 0.4250, time = 0.0013 seconds
Testing at step=1, batch=20, test loss = 1.7185, test acc = 0.4400, time = 0.0013 seconds
Testing at step=1, batch=30, test loss = 1.6332, test acc = 0.4350, time = 0.0013 seconds
Testing at step=1, batch=40, test loss = 1.6785, test acc = 0.4000, time = 0.0013 seconds
Step 1 finished in 5.9823 seconds, Train loss = 1.7218, Test loss = 1.7243; Train Acc = 0.4126, Test Acc = 0.4054
Training at step=2, batch=0, train loss = 1.7078, train acc = 0.4450, time = 0.0024 seconds
Training at step=2, batch=50, train loss = 1.7180, train acc = 0.4300, time = 0.0022 seconds
Training at step=2, batch=100, train loss = 1.5837, train acc = 0.4700, time = 0.0021 seconds
Training at step=2, batch=150, train loss = 1.5935, train acc = 0.5000, time = 0.0022 seconds
Training at step=2, batch=200, train loss = 1.7154, train acc = 0.4500, time = 0.0022 seconds
Testing at step=2, batch=0, test loss = 1.6747, test acc = 0.4400, time = 0.0013 seconds
Testing at step=2, batch=10, test loss = 1.8178, test acc = 0.3800, time = 0.0013 seconds
Testing at step=2, batch=20, test loss = 1.7204, test acc = 0.4250, time = 0.0013 seconds
Testing at step=2, batch=30, test loss = 1.6926, test acc = 0.4100, time = 0.0013 seconds
Testing at step=2, batch=40, test loss = 1.6142, test acc = 0.4800, time = 0.0013 seconds
Step 2 finished in 5.9692 seconds, Train loss = 1.6998, Test loss = 1.7219; Train Acc = 0.4201, Test Acc = 0.4088
Training at step=3, batch=0, train loss = 1.5952, train acc = 0.4450, time = 0.0026 seconds
Training at step=3, batch=50, train loss = 1.5980, train acc = 0.3800, time = 0.0022 seconds
Training at step=3, batch=100, train loss = 1.6860, train acc = 0.3900, time = 0.0022 seconds
Training at step=3, batch=150, train loss = 1.8074, train acc = 0.4100, time = 0.0021 seconds
Training at step=3, batch=200, train loss = 1.6554, train acc = 0.3850, time = 0.0022 seconds
Testing at step=3, batch=0, test loss = 1.5968, test acc = 0.4300, time = 0.0013 seconds
Testing at step=3, batch=10, test loss = 1.7631, test acc = 0.4100, time = 0.0014 seconds
Testing at step=3, batch=20, test loss = 1.7736, test acc = 0.4000, time = 0.0013 seconds
Testing at step=3, batch=30, test loss = 1.7442, test acc = 0.3850, time = 0.0013 seconds
Testing at step=3, batch=40, test loss = 1.7210, test acc = 0.3900, time = 0.0013 seconds
Step 3 finished in 5.9582 seconds, Train loss = 1.6818, Test loss = 1.7299; Train Acc = 0.4286, Test Acc = 0.4036
Training at step=4, batch=0, train loss = 1.6697, train acc = 0.4300, time = 0.0025 seconds
Training at step=4, batch=50, train loss = 1.7014, train acc = 0.4250, time = 0.0022 seconds
Training at step=4, batch=100, train loss = 1.6092, train acc = 0.4500, time = 0.0021 seconds
Training at step=4, batch=150, train loss = 1.6861, train acc = 0.3950, time = 0.0022 seconds
Training at step=4, batch=200, train loss = 1.6789, train acc = 0.4400, time = 0.0021 seconds
Testing at step=4, batch=0, test loss = 1.8833, test acc = 0.3500, time = 0.0013 seconds
Testing at step=4, batch=10, test loss = 1.7993, test acc = 0.3850, time = 0.0012 seconds
Testing at step=4, batch=20, test loss = 1.8642, test acc = 0.3900, time = 0.0013 seconds
Testing at step=4, batch=30, test loss = 1.7881, test acc = 0.4350, time = 0.0013 seconds
Testing at step=4, batch=40, test loss = 1.7421, test acc = 0.3450, time = 0.0013 seconds
Step 4 finished in 5.9569 seconds, Train loss = 1.6680, Test loss = 1.7404; Train Acc = 0.4328, Test Acc = 0.4009
Training at step=5, batch=0, train loss = 1.7375, train acc = 0.4150, time = 0.0025 seconds
Training at step=5, batch=50, train loss = 1.5797, train acc = 0.4450, time = 0.0021 seconds
Training at step=5, batch=100, train loss = 1.6858, train acc = 0.4550, time = 0.0021 seconds
Training at step=5, batch=150, train loss = 1.5833, train acc = 0.4600, time = 0.0021 seconds
Training at step=5, batch=200, train loss = 1.6978, train acc = 0.4550, time = 0.0022 seconds
Testing at step=5, batch=0, test loss = 1.7463, test acc = 0.3850, time = 0.0013 seconds
Testing at step=5, batch=10, test loss = 1.6920, test acc = 0.4150, time = 0.0013 seconds
Testing at step=5, batch=20, test loss = 1.7105, test acc = 0.4400, time = 0.0012 seconds
Testing at step=5, batch=30, test loss = 1.7094, test acc = 0.4500, time = 0.0012 seconds
Testing at step=5, batch=40, test loss = 1.8200, test acc = 0.3950, time = 0.0012 seconds
Step 5 finished in 5.9076 seconds, Train loss = 1.6580, Test loss = 1.7414; Train Acc = 0.4364, Test Acc = 0.3999
Training at step=6, batch=0, train loss = 1.5652, train acc = 0.4900, time = 0.0024 seconds
Training at step=6, batch=50, train loss = 1.6511, train acc = 0.4950, time = 0.0021 seconds
Training at step=6, batch=100, train loss = 1.6781, train acc = 0.4100, time = 0.0021 seconds
Training at step=6, batch=150, train loss = 1.7488, train acc = 0.4150, time = 0.0021 seconds
Training at step=6, batch=200, train loss = 1.7397, train acc = 0.3850, time = 0.0021 seconds
Testing at step=6, batch=0, test loss = 1.6974, test acc = 0.4100, time = 0.0013 seconds
Testing at step=6, batch=10, test loss = 1.7595, test acc = 0.3550, time = 0.0012 seconds
Testing at step=6, batch=20, test loss = 1.7610, test acc = 0.3400, time = 0.0012 seconds
Testing at step=6, batch=30, test loss = 1.6969, test acc = 0.4500, time = 0.0013 seconds
Testing at step=6, batch=40, test loss = 1.7029, test acc = 0.3700, time = 0.0012 seconds
Step 6 finished in 5.8976 seconds, Train loss = 1.6461, Test loss = 1.7492; Train Acc = 0.4408, Test Acc = 0.3951
Training at step=7, batch=0, train loss = 1.5940, train acc = 0.4700, time = 0.0025 seconds
Training at step=7, batch=50, train loss = 1.5738, train acc = 0.4150, time = 0.0021 seconds
Training at step=7, batch=100, train loss = 1.6937, train acc = 0.4000, time = 0.0021 seconds
Training at step=7, batch=150, train loss = 1.5992, train acc = 0.4600, time = 0.0022 seconds
Training at step=7, batch=200, train loss = 1.7830, train acc = 0.4050, time = 0.0021 seconds
Testing at step=7, batch=0, test loss = 1.8173, test acc = 0.3850, time = 0.0013 seconds
Testing at step=7, batch=10, test loss = 1.8688, test acc = 0.3500, time = 0.0013 seconds
Testing at step=7, batch=20, test loss = 1.7962, test acc = 0.3650, time = 0.0012 seconds
Testing at step=7, batch=30, test loss = 1.7607, test acc = 0.4200, time = 0.0012 seconds
Testing at step=7, batch=40, test loss = 1.7026, test acc = 0.4150, time = 0.0012 seconds
Step 7 finished in 5.9012 seconds, Train loss = 1.6400, Test loss = 1.7553; Train Acc = 0.4424, Test Acc = 0.3956
Training at step=8, batch=0, train loss = 1.6349, train acc = 0.4000, time = 0.0023 seconds
Training at step=8, batch=50, train loss = 1.7080, train acc = 0.4450, time = 0.0022 seconds
Training at step=8, batch=100, train loss = 1.5596, train acc = 0.4850, time = 0.0021 seconds
Training at step=8, batch=150, train loss = 1.5740, train acc = 0.4400, time = 0.0022 seconds
Training at step=8, batch=200, train loss = 1.6402, train acc = 0.4100, time = 0.0021 seconds
Testing at step=8, batch=0, test loss = 1.8471, test acc = 0.3800, time = 0.0012 seconds
Testing at step=8, batch=10, test loss = 1.7688, test acc = 0.3900, time = 0.0012 seconds
Testing at step=8, batch=20, test loss = 1.7864, test acc = 0.3950, time = 0.0012 seconds
Testing at step=8, batch=30, test loss = 1.7686, test acc = 0.4000, time = 0.0013 seconds
Testing at step=8, batch=40, test loss = 1.7358, test acc = 0.3700, time = 0.0012 seconds
Step 8 finished in 5.9083 seconds, Train loss = 1.6306, Test loss = 1.7505; Train Acc = 0.4443, Test Acc = 0.3954
Training at step=9, batch=0, train loss = 1.5057, train acc = 0.4950, time = 0.0025 seconds
Training at step=9, batch=50, train loss = 1.6767, train acc = 0.4700, time = 0.0022 seconds
Training at step=9, batch=100, train loss = 1.6535, train acc = 0.4900, time = 0.0021 seconds
Training at step=9, batch=150, train loss = 1.6620, train acc = 0.4800, time = 0.0022 seconds
Training at step=9, batch=200, train loss = 1.7452, train acc = 0.3800, time = 0.0021 seconds
Testing at step=9, batch=0, test loss = 1.6899, test acc = 0.3900, time = 0.0013 seconds
Testing at step=9, batch=10, test loss = 1.8755, test acc = 0.3400, time = 0.0013 seconds
Testing at step=9, batch=20, test loss = 1.7165, test acc = 0.4250, time = 0.0013 seconds
Testing at step=9, batch=30, test loss = 1.7214, test acc = 0.4100, time = 0.0012 seconds
Testing at step=9, batch=40, test loss = 1.6478, test acc = 0.4250, time = 0.0013 seconds
Step 9 finished in 5.9243 seconds, Train loss = 1.6253, Test loss = 1.7570; Train Acc = 0.4490, Test Acc = 0.3951
Training at step=10, batch=0, train loss = 1.6458, train acc = 0.4300, time = 0.0025 seconds
Training at step=10, batch=50, train loss = 1.6287, train acc = 0.4450, time = 0.0021 seconds
Training at step=10, batch=100, train loss = 1.5901, train acc = 0.4600, time = 0.0021 seconds
Training at step=10, batch=150, train loss = 1.6483, train acc = 0.4400, time = 0.0022 seconds
Training at step=10, batch=200, train loss = 1.6295, train acc = 0.4450, time = 0.0021 seconds
Testing at step=10, batch=0, test loss = 1.8176, test acc = 0.3800, time = 0.0013 seconds
Testing at step=10, batch=10, test loss = 1.7035, test acc = 0.4050, time = 0.0012 seconds
Testing at step=10, batch=20, test loss = 1.7804, test acc = 0.3450, time = 0.0012 seconds
Testing at step=10, batch=30, test loss = 1.7338, test acc = 0.3650, time = 0.0013 seconds
Testing at step=10, batch=40, test loss = 1.8638, test acc = 0.3750, time = 0.0012 seconds
Step 10 finished in 5.9411 seconds, Train loss = 1.6184, Test loss = 1.7608; Train Acc = 0.4489, Test Acc = 0.3926
Training at step=11, batch=0, train loss = 1.7479, train acc = 0.3750, time = 0.0025 seconds
Training at step=11, batch=50, train loss = 1.5857, train acc = 0.4500, time = 0.0021 seconds
Training at step=11, batch=100, train loss = 1.5883, train acc = 0.4650, time = 0.0022 seconds
Training at step=11, batch=150, train loss = 1.5417, train acc = 0.4550, time = 0.0021 seconds
Training at step=11, batch=200, train loss = 1.6642, train acc = 0.4400, time = 0.0022 seconds
Testing at step=11, batch=0, test loss = 1.7643, test acc = 0.3850, time = 0.0013 seconds
Testing at step=11, batch=10, test loss = 1.6637, test acc = 0.4050, time = 0.0013 seconds
Testing at step=11, batch=20, test loss = 1.7578, test acc = 0.4200, time = 0.0012 seconds
Testing at step=11, batch=30, test loss = 1.7822, test acc = 0.3750, time = 0.0012 seconds
Testing at step=11, batch=40, test loss = 1.7299, test acc = 0.3850, time = 0.0012 seconds
Step 11 finished in 5.9322 seconds, Train loss = 1.6155, Test loss = 1.7609; Train Acc = 0.4496, Test Acc = 0.3935
Training at step=12, batch=0, train loss = 1.5742, train acc = 0.4900, time = 0.0024 seconds
Training at step=12, batch=50, train loss = 1.5981, train acc = 0.4250, time = 0.0022 seconds
Training at step=12, batch=100, train loss = 1.6349, train acc = 0.4050, time = 0.0021 seconds
Training at step=12, batch=150, train loss = 1.8061, train acc = 0.4050, time = 0.0021 seconds
Training at step=12, batch=200, train loss = 1.6255, train acc = 0.4500, time = 0.0023 seconds
Testing at step=12, batch=0, test loss = 1.7136, test acc = 0.3900, time = 0.0013 seconds
Testing at step=12, batch=10, test loss = 1.8393, test acc = 0.3750, time = 0.0012 seconds
Testing at step=12, batch=20, test loss = 1.6990, test acc = 0.4150, time = 0.0013 seconds
Testing at step=12, batch=30, test loss = 1.8764, test acc = 0.3650, time = 0.0012 seconds
Testing at step=12, batch=40, test loss = 1.7321, test acc = 0.4050, time = 0.0013 seconds
Step 12 finished in 5.9292 seconds, Train loss = 1.6105, Test loss = 1.7793; Train Acc = 0.4539, Test Acc = 0.3881
Training at step=13, batch=0, train loss = 1.6350, train acc = 0.4200, time = 0.0024 seconds
Training at step=13, batch=50, train loss = 1.5045, train acc = 0.5000, time = 0.0021 seconds
Training at step=13, batch=100, train loss = 1.5911, train acc = 0.4600, time = 0.0021 seconds
Training at step=13, batch=150, train loss = 1.6034, train acc = 0.4800, time = 0.0021 seconds
Training at step=13, batch=200, train loss = 1.4901, train acc = 0.4500, time = 0.0022 seconds
Testing at step=13, batch=0, test loss = 1.9269, test acc = 0.3500, time = 0.0012 seconds
Testing at step=13, batch=10, test loss = 1.8151, test acc = 0.3800, time = 0.0012 seconds
Testing at step=13, batch=20, test loss = 1.6973, test acc = 0.4300, time = 0.0012 seconds
Testing at step=13, batch=30, test loss = 1.8155, test acc = 0.3450, time = 0.0013 seconds
Testing at step=13, batch=40, test loss = 1.7025, test acc = 0.4350, time = 0.0013 seconds
Step 13 finished in 5.9270 seconds, Train loss = 1.6042, Test loss = 1.7714; Train Acc = 0.4536, Test Acc = 0.3921
Training at step=14, batch=0, train loss = 1.5289, train acc = 0.4650, time = 0.0024 seconds
Training at step=14, batch=50, train loss = 1.7222, train acc = 0.4400, time = 0.0022 seconds
Training at step=14, batch=100, train loss = 1.5749, train acc = 0.5100, time = 0.0022 seconds
Training at step=14, batch=150, train loss = 1.7051, train acc = 0.4200, time = 0.0022 seconds
Training at step=14, batch=200, train loss = 1.5074, train acc = 0.4500, time = 0.0022 seconds
Testing at step=14, batch=0, test loss = 1.8690, test acc = 0.3950, time = 0.0013 seconds
Testing at step=14, batch=10, test loss = 1.7464, test acc = 0.3900, time = 0.0012 seconds
Testing at step=14, batch=20, test loss = 1.7384, test acc = 0.3700, time = 0.0013 seconds
Testing at step=14, batch=30, test loss = 1.6516, test acc = 0.4150, time = 0.0012 seconds
Testing at step=14, batch=40, test loss = 1.7575, test acc = 0.3700, time = 0.0012 seconds
Step 14 finished in 5.9118 seconds, Train loss = 1.5998, Test loss = 1.7798; Train Acc = 0.4570, Test Acc = 0.3894
Training at step=15, batch=0, train loss = 1.4795, train acc = 0.4700, time = 0.0024 seconds
Training at step=15, batch=50, train loss = 1.5572, train acc = 0.5150, time = 0.0022 seconds
Training at step=15, batch=100, train loss = 1.6217, train acc = 0.4550, time = 0.0021 seconds
Training at step=15, batch=150, train loss = 1.5738, train acc = 0.4250, time = 0.0021 seconds
Training at step=15, batch=200, train loss = 1.5284, train acc = 0.5350, time = 0.0021 seconds
Testing at step=15, batch=0, test loss = 1.7727, test acc = 0.3850, time = 0.0013 seconds
Testing at step=15, batch=10, test loss = 1.7115, test acc = 0.4200, time = 0.0012 seconds
Testing at step=15, batch=20, test loss = 1.7619, test acc = 0.4200, time = 0.0012 seconds
Testing at step=15, batch=30, test loss = 1.7456, test acc = 0.4050, time = 0.0012 seconds
Testing at step=15, batch=40, test loss = 1.7552, test acc = 0.3650, time = 0.0012 seconds
Step 15 finished in 5.9172 seconds, Train loss = 1.5954, Test loss = 1.7782; Train Acc = 0.4573, Test Acc = 0.3906
Training at step=16, batch=0, train loss = 1.6158, train acc = 0.4050, time = 0.0023 seconds
Training at step=16, batch=50, train loss = 1.5791, train acc = 0.4150, time = 0.0021 seconds
Training at step=16, batch=100, train loss = 1.6203, train acc = 0.4150, time = 0.0022 seconds
Training at step=16, batch=150, train loss = 1.7222, train acc = 0.4100, time = 0.0021 seconds
Training at step=16, batch=200, train loss = 1.6040, train acc = 0.4700, time = 0.0022 seconds
Testing at step=16, batch=0, test loss = 1.9331, test acc = 0.3650, time = 0.0012 seconds
Testing at step=16, batch=10, test loss = 1.7838, test acc = 0.3600, time = 0.0013 seconds
Testing at step=16, batch=20, test loss = 1.9910, test acc = 0.3600, time = 0.0012 seconds
Testing at step=16, batch=30, test loss = 1.7926, test acc = 0.3550, time = 0.0012 seconds
Testing at step=16, batch=40, test loss = 1.7145, test acc = 0.4500, time = 0.0012 seconds
Step 16 finished in 5.9120 seconds, Train loss = 1.5910, Test loss = 1.7855; Train Acc = 0.4578, Test Acc = 0.3895
Training at step=17, batch=0, train loss = 1.4698, train acc = 0.4750, time = 0.0024 seconds
Training at step=17, batch=50, train loss = 1.5973, train acc = 0.4550, time = 0.0021 seconds
Training at step=17, batch=100, train loss = 1.6129, train acc = 0.4850, time = 0.0022 seconds
Training at step=17, batch=150, train loss = 1.7326, train acc = 0.4100, time = 0.0022 seconds
Training at step=17, batch=200, train loss = 1.5691, train acc = 0.5000, time = 0.0022 seconds
Testing at step=17, batch=0, test loss = 1.8970, test acc = 0.3800, time = 0.0013 seconds
Testing at step=17, batch=10, test loss = 1.7683, test acc = 0.4050, time = 0.0012 seconds
Testing at step=17, batch=20, test loss = 1.7800, test acc = 0.3700, time = 0.0012 seconds
Testing at step=17, batch=30, test loss = 1.6992, test acc = 0.3900, time = 0.0013 seconds
Testing at step=17, batch=40, test loss = 1.5904, test acc = 0.4300, time = 0.0013 seconds
Step 17 finished in 5.9057 seconds, Train loss = 1.5876, Test loss = 1.7871; Train Acc = 0.4604, Test Acc = 0.3881
Training at step=18, batch=0, train loss = 1.6249, train acc = 0.4400, time = 0.0024 seconds
Training at step=18, batch=50, train loss = 1.5151, train acc = 0.4750, time = 0.0021 seconds
Training at step=18, batch=100, train loss = 1.5109, train acc = 0.5150, time = 0.0021 seconds
Training at step=18, batch=150, train loss = 1.5308, train acc = 0.5000, time = 0.0021 seconds
Training at step=18, batch=200, train loss = 1.5621, train acc = 0.4950, time = 0.0021 seconds
Testing at step=18, batch=0, test loss = 1.8615, test acc = 0.3400, time = 0.0013 seconds
Testing at step=18, batch=10, test loss = 1.9050, test acc = 0.3350, time = 0.0013 seconds
Testing at step=18, batch=20, test loss = 1.8451, test acc = 0.4050, time = 0.0012 seconds
Testing at step=18, batch=30, test loss = 1.7022, test acc = 0.3850, time = 0.0012 seconds
Testing at step=18, batch=40, test loss = 1.7563, test acc = 0.3750, time = 0.0012 seconds
Step 18 finished in 5.9144 seconds, Train loss = 1.5834, Test loss = 1.7918; Train Acc = 0.4614, Test Acc = 0.3854
Training at step=19, batch=0, train loss = 1.4763, train acc = 0.4700, time = 0.0025 seconds
Training at step=19, batch=50, train loss = 1.4795, train acc = 0.4500, time = 0.0022 seconds
Training at step=19, batch=100, train loss = 1.4999, train acc = 0.4800, time = 0.0021 seconds
Training at step=19, batch=150, train loss = 1.5552, train acc = 0.4550, time = 0.0022 seconds
Training at step=19, batch=200, train loss = 1.5766, train acc = 0.4650, time = 0.0021 seconds
Testing at step=19, batch=0, test loss = 1.8452, test acc = 0.3300, time = 0.0013 seconds
Testing at step=19, batch=10, test loss = 1.6914, test acc = 0.3850, time = 0.0013 seconds
Testing at step=19, batch=20, test loss = 1.7859, test acc = 0.3450, time = 0.0012 seconds
Testing at step=19, batch=30, test loss = 1.8393, test acc = 0.3450, time = 0.0012 seconds
Testing at step=19, batch=40, test loss = 1.6932, test acc = 0.3900, time = 0.0013 seconds
Step 19 finished in 5.9144 seconds, Train loss = 1.5798, Test loss = 1.8011; Train Acc = 0.4626, Test Acc = 0.3868
Training at step=20, batch=0, train loss = 1.4069, train acc = 0.5400, time = 0.0024 seconds
Training at step=20, batch=50, train loss = 1.4850, train acc = 0.4350, time = 0.0021 seconds
Training at step=20, batch=100, train loss = 1.5379, train acc = 0.5050, time = 0.0022 seconds
Training at step=20, batch=150, train loss = 1.6445, train acc = 0.4600, time = 0.0021 seconds
Training at step=20, batch=200, train loss = 1.5474, train acc = 0.4200, time = 0.0021 seconds
Testing at step=20, batch=0, test loss = 1.7977, test acc = 0.4050, time = 0.0013 seconds
Testing at step=20, batch=10, test loss = 1.7660, test acc = 0.4000, time = 0.0012 seconds
Testing at step=20, batch=20, test loss = 1.7092, test acc = 0.4000, time = 0.0013 seconds
Testing at step=20, batch=30, test loss = 1.7758, test acc = 0.3900, time = 0.0012 seconds
Testing at step=20, batch=40, test loss = 1.8716, test acc = 0.3500, time = 0.0012 seconds
Step 20 finished in 5.9342 seconds, Train loss = 1.5776, Test loss = 1.7928; Train Acc = 0.4630, Test Acc = 0.3869
Training at step=21, batch=0, train loss = 1.5269, train acc = 0.5050, time = 0.0024 seconds
Training at step=21, batch=50, train loss = 1.6181, train acc = 0.4650, time = 0.0022 seconds
Training at step=21, batch=100, train loss = 1.4364, train acc = 0.4950, time = 0.0022 seconds
Training at step=21, batch=150, train loss = 1.5965, train acc = 0.4950, time = 0.0022 seconds
Training at step=21, batch=200, train loss = 1.6032, train acc = 0.4600, time = 0.0021 seconds
Testing at step=21, batch=0, test loss = 1.8058, test acc = 0.3900, time = 0.0013 seconds
Testing at step=21, batch=10, test loss = 1.8880, test acc = 0.3350, time = 0.0012 seconds
Testing at step=21, batch=20, test loss = 1.7325, test acc = 0.3950, time = 0.0012 seconds
Testing at step=21, batch=30, test loss = 1.9336, test acc = 0.3600, time = 0.0013 seconds
Testing at step=21, batch=40, test loss = 1.7816, test acc = 0.3750, time = 0.0013 seconds
Step 21 finished in 5.9396 seconds, Train loss = 1.5725, Test loss = 1.7986; Train Acc = 0.4655, Test Acc = 0.3836
Training at step=22, batch=0, train loss = 1.4715, train acc = 0.4900, time = 0.0024 seconds
Training at step=22, batch=50, train loss = 1.6575, train acc = 0.4450, time = 0.0022 seconds
Training at step=22, batch=100, train loss = 1.6074, train acc = 0.4400, time = 0.0021 seconds
Training at step=22, batch=150, train loss = 1.6719, train acc = 0.4350, time = 0.0021 seconds
Training at step=22, batch=200, train loss = 1.5609, train acc = 0.4950, time = 0.0021 seconds
Testing at step=22, batch=0, test loss = 1.7460, test acc = 0.4150, time = 0.0013 seconds
Testing at step=22, batch=10, test loss = 1.7974, test acc = 0.3600, time = 0.0012 seconds
Testing at step=22, batch=20, test loss = 1.7910, test acc = 0.4100, time = 0.0013 seconds
Testing at step=22, batch=30, test loss = 1.8722, test acc = 0.3750, time = 0.0013 seconds
Testing at step=22, batch=40, test loss = 1.8233, test acc = 0.3650, time = 0.0012 seconds
Step 22 finished in 5.9335 seconds, Train loss = 1.5698, Test loss = 1.7979; Train Acc = 0.4659, Test Acc = 0.3865
Training at step=23, batch=0, train loss = 1.5977, train acc = 0.4500, time = 0.0025 seconds
Training at step=23, batch=50, train loss = 1.4874, train acc = 0.5150, time = 0.0022 seconds
Training at step=23, batch=100, train loss = 1.4149, train acc = 0.5050, time = 0.0022 seconds
Training at step=23, batch=150, train loss = 1.6939, train acc = 0.4250, time = 0.0021 seconds
Training at step=23, batch=200, train loss = 1.6597, train acc = 0.4400, time = 0.0022 seconds
Testing at step=23, batch=0, test loss = 1.8521, test acc = 0.3650, time = 0.0012 seconds
Testing at step=23, batch=10, test loss = 1.8829, test acc = 0.3600, time = 0.0013 seconds
Testing at step=23, batch=20, test loss = 1.8420, test acc = 0.3700, time = 0.0012 seconds
Testing at step=23, batch=30, test loss = 1.6305, test acc = 0.4250, time = 0.0013 seconds
Testing at step=23, batch=40, test loss = 1.8463, test acc = 0.3900, time = 0.0012 seconds
Step 23 finished in 5.9215 seconds, Train loss = 1.5670, Test loss = 1.8064; Train Acc = 0.4674, Test Acc = 0.3861
Training at step=24, batch=0, train loss = 1.6136, train acc = 0.4500, time = 0.0023 seconds
Training at step=24, batch=50, train loss = 1.4472, train acc = 0.4750, time = 0.0021 seconds
Training at step=24, batch=100, train loss = 1.5709, train acc = 0.5150, time = 0.0021 seconds
Training at step=24, batch=150, train loss = 1.5624, train acc = 0.4450, time = 0.0021 seconds
Training at step=24, batch=200, train loss = 1.5786, train acc = 0.4400, time = 0.0021 seconds
Testing at step=24, batch=0, test loss = 1.7989, test acc = 0.3800, time = 0.0013 seconds
Testing at step=24, batch=10, test loss = 1.7857, test acc = 0.3850, time = 0.0013 seconds
Testing at step=24, batch=20, test loss = 1.8298, test acc = 0.3650, time = 0.0013 seconds
Testing at step=24, batch=30, test loss = 1.9063, test acc = 0.3650, time = 0.0012 seconds
Testing at step=24, batch=40, test loss = 1.8599, test acc = 0.3650, time = 0.0012 seconds
Step 24 finished in 5.9076 seconds, Train loss = 1.5632, Test loss = 1.8063; Train Acc = 0.4666, Test Acc = 0.3806
Training at step=25, batch=0, train loss = 1.5161, train acc = 0.4900, time = 0.0023 seconds
Training at step=25, batch=50, train loss = 1.6801, train acc = 0.4600, time = 0.0022 seconds
Training at step=25, batch=100, train loss = 1.6372, train acc = 0.4300, time = 0.0022 seconds
Training at step=25, batch=150, train loss = 1.5189, train acc = 0.4700, time = 0.0022 seconds
Training at step=25, batch=200, train loss = 1.7209, train acc = 0.3850, time = 0.0021 seconds
Testing at step=25, batch=0, test loss = 1.8747, test acc = 0.3600, time = 0.0013 seconds
Testing at step=25, batch=10, test loss = 1.7831, test acc = 0.3800, time = 0.0012 seconds
Testing at step=25, batch=20, test loss = 1.8723, test acc = 0.3600, time = 0.0012 seconds
Testing at step=25, batch=30, test loss = 1.7073, test acc = 0.3750, time = 0.0012 seconds
Testing at step=25, batch=40, test loss = 1.8782, test acc = 0.3750, time = 0.0012 seconds
Step 25 finished in 5.9167 seconds, Train loss = 1.5590, Test loss = 1.8163; Train Acc = 0.4698, Test Acc = 0.3813
Training at step=26, batch=0, train loss = 1.5525, train acc = 0.4700, time = 0.0024 seconds
Training at step=26, batch=50, train loss = 1.4585, train acc = 0.5050, time = 0.0022 seconds
Training at step=26, batch=100, train loss = 1.5200, train acc = 0.5050, time = 0.0021 seconds
Training at step=26, batch=150, train loss = 1.4364, train acc = 0.5250, time = 0.0021 seconds
Training at step=26, batch=200, train loss = 1.5629, train acc = 0.4500, time = 0.0021 seconds
Testing at step=26, batch=0, test loss = 1.8353, test acc = 0.3250, time = 0.0013 seconds
Testing at step=26, batch=10, test loss = 1.8904, test acc = 0.3750, time = 0.0013 seconds
Testing at step=26, batch=20, test loss = 1.8532, test acc = 0.3500, time = 0.0012 seconds
Testing at step=26, batch=30, test loss = 1.8223, test acc = 0.3950, time = 0.0013 seconds
Testing at step=26, batch=40, test loss = 1.6618, test acc = 0.4350, time = 0.0012 seconds
Step 26 finished in 5.9141 seconds, Train loss = 1.5580, Test loss = 1.8154; Train Acc = 0.4702, Test Acc = 0.3816
Training at step=27, batch=0, train loss = 1.5549, train acc = 0.4850, time = 0.0023 seconds
Training at step=27, batch=50, train loss = 1.8156, train acc = 0.3950, time = 0.0021 seconds
Training at step=27, batch=100, train loss = 1.5168, train acc = 0.5000, time = 0.0021 seconds
